x_width:40
y_width:40
x_player_start:0
y_player_start:0
walls
1,1
3,1
5,1
7,1
9,1
11,1
13,1
15,1
17,1
19,1
21,1
23,1
25,1
27,1
29,1
31,1
33,1
35,1
37,1
39,1
1,3
3,3
5,3
7,3
9,3
11,3
13,3
15,3
17,3
19,3
21,3
23,3
25,3
27,3
29,3
31,3
33,3
35,3
37,3
39,3
1,5
3,5
5,5
7,5
9,5
11,5
13,5
15,5
17,5
19,5
21,5
23,5
25,5
27,5
29,5
31,5
33,5
35,5
37,5
39,5
1,7
3,7
5,7
7,7
9,7
11,7
13,7
15,7
17,7
19,7
21,7
23,7
25,7
27,7
29,7
31,7
33,7
35,7
37,7
39,7
1,9
3,9
5,9
7,9
9,9
11,9
13,9
15,9
17,9
19,9
21,9
23,9
25,9
27,9
29,9
31,9
33,9
35,9
37,9
39,9
1,11
3,11
5,11
7,11
9,11
11,11
13,11
15,11
17,11
19,11
21,11
23,11
25,11
27,11
29,11
31,11
33,11
35,11
37,11
39,11
1,13
3,13
5,13
7,13
9,13
11,13
13,13
15,13
17,13
19,13
21,13
23,13
25,13
27,13
29,13
31,13
33,13
35,13
37,13
39,13
1,15
3,15
5,15
7,15
9,15
11,15
13,15
15,15
17,15
19,15
21,15
23,15
25,15
27,15
29,15
31,15
33,15
35,15
37,15
39,15
1,17
3,17
5,17
7,17
9,17
11,17
13,17
15,17
17,17
19,17
21,17
23,17
25,17
27,17
29,17
31,17
33,17
35,17
37,17
39,17
1,19
3,19
5,19
7,19
9,19
11,19
13,19
15,19
17,19
19,19
21,19
23,19
25,19
27,19
29,19
31,19
33,19
35,19
37,19
39,19
1,21
3,21
5,21
7,21
9,21
11,21
13,21
15,21
17,21
19,21
21,21
23,21
25,21
27,21
29,21
31,21
33,21
35,21
37,21
39,21
1,23
3,23
5,23
7,23
9,23
11,23
13,23
15,23
17,23
19,23
21,23
23,23
25,23
27,23
29,23
31,23
33,23
35,23
37,23
39,23
1,25
3,25
5,25
7,25
9,25
11,25
13,25
15,25
17,25
19,25
21,25
23,25
25,25
27,25
29,25
31,25
33,25
35,25
37,25
39,25
1,27
3,27
5,27
7,27
9,27
11,27
13,27
15,27
17,27
19,27
21,27
23,27
25,27
27,27
29,27
31,27
33,27
35,27
37,27
39,27
1,29
3,29
5,29
7,29
9,29
11,29
13,29
15,29
17,29
19,29
21,29
23,29
25,29
27,29
29,29
31,29
33,29
35,29
37,29
39,29
1,31
3,31
5,31
7,31
9,31
11,31
13,31
15,31
17,31
19,31
21,31
23,31
25,31
27,31
29,31
31,31
33,31
35,31
37,31
39,31
1,33
3,33
5,33
7,33
9,33
11,33
13,33
15,33
17,33
19,33
21,33
23,33
25,33
27,33
29,33
31,33
33,33
35,33
37,33
39,33
1,35
3,35
5,35
7,35
9,35
11,35
13,35
15,35
17,35
19,35
21,35
23,35
25,35
27,35
29,35
31,35
33,35
35,35
37,35
39,35
1,37
