x_width:20
y_width:20
x_player_start:19
y_player_start:19
walls
1,1
3,1
5,1
7,1
9,1
11,1
13,1
15,1
17,1
19,1
1,3
3,3
5,3
7,3
9,3
11,3
13,3
15,3
17,3
19,3
1,5
3,5
5,5
7,5
9,5
11,5
13,5
15,5
17,5
19,5
1,7
3,7
5,7
7,7
9,7
11,7
13,7
15,7
17,7
19,7
1,9
3,9
5,9
7,9
9,9
11,9
13,9
15,9
17,9
19,9
1,11
3,11
5,11
7,11
9,11
11,11
13,11
15,11
17,11
19,11
1,13
3,13
5,13
7,13
9,13
11,13
13,13
15,13
17,13
19,13
1,15
3,15
5,15
7,15
9,15
11,15
13,15
15,15
17,15
19,15
1,17
3,17
5,17
7,17
9,17
11,17
13,17
15,17
17,17
19,17
1,19
3,19
5,19
7,19
9,19
11,19
13,19
15,19
17,19
17,14
7,16
0,7
17,8
16,1
15,2
10,5
10,3
10,1
5,12
3,6
9,12
10,9
7,12
4,3
9,16
8,5
8,11
9,6
10,7
18,11
16,11
0,17
7,0
3,12
15,10
5,4
13,2
7,4
12,13
4,5
16,5
13,0
16,15
14,13
18,1
16,7
12,17
4,11
14,15
2,5
18,17
2,13
12,11
9,10
0,15
2,1
5,16
12,9
1,12
11,16
2,17
6,7
5,6
5,18
13,8
18,3
11,2
12,5
5,2
13,16
3,10
15,18
14,11
10,17
1,10
6,9
0,13
18,7
11,14
5,10
11,0
15,6
1,2
7,2
1,0
6,17
0,5
3,14
8,17
6,11
specials
3, 2, green, 1, False
