x_width:30
y_width:30
x_player_start:0
y_player_start:0
walls
1,1
3,1
5,1
7,1
9,1
11,1
13,1
15,1
17,1
19,1
21,1
23,1
25,1
27,1
29,1
1,3
3,3
5,3
7,3
9,3
11,3
13,3
15,3
17,3
19,3
21,3
23,3
25,3
27,3
29,3
1,5
3,5
5,5
7,5
9,5
11,5
13,5
15,5
17,5
19,5
21,5
23,5
25,5
27,5
29,5
1,7
3,7
5,7
7,7
9,7
11,7
13,7
15,7
17,7
19,7
21,7
23,7
25,7
27,7
29,7
1,9
3,9
5,9
7,9
9,9
11,9
13,9
15,9
17,9
19,9
21,9
23,9
25,9
27,9
29,9
1,11
3,11
5,11
7,11
9,11
11,11
13,11
15,11
17,11
19,11
21,11
23,11
25,11
27,11
29,11
1,13
3,13
5,13
7,13
9,13
11,13
13,13
15,13
17,13
19,13
21,13
23,13
25,13
27,13
29,13
1,15
3,15
5,15
7,15
9,15
11,15
13,15
15,15
17,15
19,15
21,15
23,15
25,15
27,15
29,15
1,17
3,17
5,17
7,17
9,17
11,17
13,17
15,17
17,17
19,17
21,17
23,17
25,17
27,17
29,17
1,19
3,19
5,19
7,19
9,19
11,19
13,19
15,19
17,19
19,19
21,19
23,19
25,19
27,19
29,19
1,21
3,21
5,21
7,21
9,21
11,21
13,21
15,21
17,21
19,21
21,21
23,21
25,21
27,21
29,21
1,23
3,23
5,23
7,23
9,23
11,23
13,23
15,23
17,23
19,23
21,23
23,23
25,23
27,23
29,23
1,25
3,25
5,25
7,25
9,25
11,25
13,25
15,25
17,25
19,25
21,25
23,25
25,25
27,25
29,25
1,27
3,27
5,27
7,27
9,27
11,27
13,27
15,27
17,27
19,27
21,27
23,27
25,27
27,27
29,27
1,29
3,29
5,29
7,29
9,29
11,29
13,29
15,29
17,29
19,29
21,29
23,29
25,29
27,29
29,29
23,2
18,5
11,26
3,22
5,10
14,19
6,9
4,13
25,20
25,18
17,28
20,17
18,23
23,16
25,6
2,3
25,10
5,2
5,22
6,5
3,18
9,18
1,12
6,25
22,15
27,28
12,21
19,24
10,25
25,26
11,16
14,15
6,17
26,15
2,9
3,12
24,13
15,24
3,0
27,20
4,19
26,17
14,9
0,15
1,24
10,13
12,17
3,14
11,14
27,2
11,10
2,23
4,15
10,5
23,20
4,11
21,20
21,22
17,14
15,4
21,0
27,16
9,0
16,21
18,11
14,23
19,2
4,7
18,21
23,22
8,3
22,25
22,13
12,7
15,26
20,11
11,12
15,0
6,15
2,27
12,13
20,19
16,15
14,1
7,2
26,5
27,4
7,22
18,19
24,1
12,23
17,18
16,13
12,11
20,9
1,14
6,11
7,8
0,9
5,26
23,10
12,5
15,8
1,6
9,14
28,19
7,4
18,15
17,2
27,18
5,28
28,25
15,22
13,4
0,17
9,20
26,11
27,8
0,23
9,6
19,28
27,24
19,20
4,23
28,11
20,7
22,17
27,0
26,23
10,1
8,1
9,28
12,19
13,26
1,28
16,25
10,7
23,4
18,9
23,8
1,0
7,28
18,7
20,1
17,8
21,6
1,22
14,21
3,24
13,24
5,16
2,15
1,18
12,25
12,3
8,21
17,16
17,24
28,7
15,18
9,8
21,4
3,20
20,27
24,5
21,26
19,12
8,5
3,8
24,27
16,9
3,6
1,4
16,19
21,18
23,18
24,3
3,2
5,0
18,3
16,5
6,13
20,3
23,6
9,12
26,13
16,3
21,24
9,22
11,8
25,12
15,10
8,19
23,28
9,24
17,10
specials
28, 28, green, 1, False
